"identif","ds","carga","intensidad","ocupacion","vmed","vel.med","carga.med","carga.15","vmed.15","carga.30","vmed.30","carga.45","vmed.45","Hora","diaSemana","diaMes","Mes","fechaTrunc","Dia_semana","festivo","Tipo de Festivo","Festividad"
"PM12061",2016-11-28 13:00:00,0.44,2864,10,6.48216394,0.2528822,0.354821,0.4,0.1365706,0.5,0.2346688,0.5,0.1364292,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 13:15:00,0.4,2656,9,10.11765,0.2528822,0.354821,0.5,0.2348276,0.5,0.1364134,0.49,0.2346633,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 13:30:00,0.5,3336,9,17.3886088,0.2528822,0.354821,0.5,0.1365706,0.49,0.2346688,0.54,0.1364292,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 13:45:00,0.5,3300,10,10.11765,0.2528822,0.354821,0.49,0.2348276,0.54,0.1364134,0.59,0.2346633,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 14:00:00,0.49,3197,12,17.3886088,0.2528822,0.354821,0.54,0.1365706,0.59,0.2346688,0.67,0.08731208,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 14:15:00,0.54,3601,10,10.11765,0.2528822,0.354821,0.59,0.2348276,0.67,0.08728569,0.6,-0.01092208,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 14:30:00,0.59,4091,13,17.3886088,0.2528822,0.354821,0.67,0.08744219,0.6,-0.01096975,0.54,0.1855462,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 14:45:00,0.67,4520,14,6.48216394,0.2528822,0.354821,0.6,-0.01081472,0.54,0.1855411,0.61,-0.01092208,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 15:15:00,0.54,3616,12,13.7531294,0.2528822,0.354821,0.61,-0.01081472,0.59,0.08728569,0.58,0.038195,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 15:45:00,0.59,4016,13,6.48216394,0.2528822,0.354821,0.58,0.03831374,0.5,0.08728569,0.54,0.08731208,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 16:00:00,0.58,3832,12,2.84668158,0.2528822,0.354821,0.5,0.08744219,0.54,0.08728569,0.52,0.038195,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 16:15:00,0.5,3380,10,6.48216394,0.2528822,0.354821,0.54,0.08744219,0.52,0.03815797,0.51,0.1364292,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 16:30:00,0.54,3493,12,6.48216394,0.2528822,0.354821,0.52,0.03831374,0.51,0.1364134,0.49,0.1364292,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 16:45:00,0.52,3408,13,2.84668158,0.2528822,0.354821,0.51,0.1365706,0.49,0.1364134,0.49,0.1364292,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 17:00:00,0.51,3316,12,10.11765,0.2528822,0.354821,0.49,0.1365706,0.49,0.1364134,0.53,-0.01092208,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 17:15:00,0.49,3185,10,10.11765,0.2528822,0.354821,0.49,0.1365706,0.53,-0.01096975,0.53,-0.06003915,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 17:30:00,0.49,3280,10,10.11765,0.2528822,0.354821,0.53,-0.01081472,0.53,-0.06009747,0.51,0.08731208,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 18:15:00,0.51,3369,10,6.48216394,0.2528822,0.354821,0.57,0.03831374,0.56,-0.01096975,0.51,0.08731208,"18","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 18:30:00,0.57,3848,12,2.84668158,0.2528822,0.354821,0.56,-0.01081472,0.51,0.08728569,0.49,-0.01092208,"18","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 19:00:00,0.51,3417,9,6.48216394,0.2528822,0.354821,0.49,-0.01081472,0.53,0.03815797,0.51,0.1364292,"19","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 19:30:00,0.53,3580,11,2.84668158,0.2528822,0.354821,0.51,0.1365706,0.49,0.08728569,0.46,0.1364292,"19","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 19:45:00,0.51,3239,11,10.11765,0.2528822,0.354821,0.49,0.08744219,0.46,0.1364134,0.47,0.08731208,"19","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 20:00:00,0.49,3120,12,6.48216394,0.2528822,0.354821,0.46,0.1365706,0.47,0.08728569,0.41,0.2346633,"20","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 20:15:00,0.46,3004,10,10.11765,0.2528822,0.354821,0.47,0.08744219,0.41,0.2346688,0.43,0.1364292,"20","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 20:30:00,0.47,3040,10,6.48216394,0.2528822,0.354821,0.41,0.2348276,0.43,0.1364134,0.36,0.1855462,"20","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 20:45:00,0.41,2671,9,17.3886088,0.2528822,0.354821,0.43,0.1365706,0.36,0.1855411,0.37,0.2346633,"20","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 21:00:00,0.43,2740,9,10.11765,0.2528822,0.354821,0.36,0.1856991,0.37,0.2346688,0.28,0.1855462,"21","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 21:15:00,0.36,2312,7,13.7531294,0.2528822,0.354821,0.37,0.2348276,0.28,0.1855411,0.23,0.3328975,"21","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 21:30:00,0.37,2427,7,17.3886088,0.2528822,0.354821,0.28,0.1856991,0.23,0.3329243,0.18,0.4311316,"21","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 21:45:00,0.28,1828,6,13.7531294,0.2528822,0.354821,0.23,0.3330845,0.18,0.4311797,0.16,0.3820145,"21","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 22:00:00,0.23,1439,5,24.659575,0.2528822,0.354821,0.18,0.4313414,0.16,0.382052,0.17,0.4802487,"22","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 22:15:00,0.18,1160,4,31.9305412,0.2528822,0.354821,0.16,0.3822129,0.17,0.4803074,0.13,0.5784828,"22","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 22:30:00,0.16,970,4,28.2950618,0.2528822,0.354821,0.17,0.4804698,0.13,0.5785629,0.12,0.4311316,"22","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 22:45:00,0.17,1036,3,35.5660206,0.2528822,0.354821,0.13,0.5787268,0.12,0.4311797,0.1,0.3820145,"22","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 23:00:00,0.13,761,2,42.8369868,0.2528822,0.354821,0.12,0.4313414,0.1,0.382052,0.13,0.5293658,"23","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 23:15:00,0.12,701,2,31.9305412,0.2528822,0.354821,0.1,0.3822129,0.13,0.5294352,0.07,0.676717,"23","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 23:30:00,0.1,704,2,28.2950618,0.2528822,0.354821,0.13,0.5295983,0.07,0.6768183,0.06,0.5784828,"23","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-28 23:45:00,0.13,388,8,39.2015074,0.2528822,0.354821,0.07,0.6769837,0.06,0.5785629,0.08,0.6275999,"23","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12061",2016-11-29 00:00:00,0.07,376,2,50.107953,0.2528822,0.354821,0.06,0.5787268,0.08,0.6276906,0.06,0.2346633,"00","Monday","28","11",2016-11-29,"martes","laborable",NA,NA
"PM12061",2016-11-29 00:15:00,0.06,352,1,42.8369868,0.2528822,0.354821,0.08,0.6278552,0.06,0.2346688,0.04,0.4802487,"00","Monday","28","11",2016-11-29,"martes","laborable",NA,NA
"PM12061",2016-11-29 00:30:00,0.08,292,3,46.4724736,0.2528822,0.354821,0.06,0.2348276,0.04,0.4803074,0.07,-0.4038587,"00","Monday","28","11",2016-11-29,"martes","laborable",NA,NA
"PM12061",2016-11-29 00:45:00,0.06,257,1,17.3886088,0.2528822,0.354821,0.04,0.4804698,0.07,-0.4039915,0.08,-0.3547416,"00","Monday","28","11",2016-11-29,"martes","laborable",NA,NA
"PM12122",2016-11-28 08:45:00,0.28,619,6,10.11765,-0.8327238,0.1421941,0.3,0.03831374,0.31,-0.3548638,0.33,-0.1091562,"08","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 09:00:00,0.3,667,7,2.84668158,-0.8327238,0.1421941,0.31,-0.3547139,0.33,-0.1092252,0.25,-0.2565075,"09","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 10:00:00,0.2,432,5,2.84668158,-0.8327238,0.1421941,0.22,0.03831374,0.16,-0.01096975,0.21,-0.01092208,"10","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 10:15:00,0.22,455,4,2.84668158,-0.8327238,0.1421941,0.16,-0.01081472,0.21,-0.01096975,0.18,-0.2073904,"10","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 11:45:00,0.19,436,3,13.7531294,-0.8327238,0.1421941,0.21,-0.1090716,0.2,-0.01096975,0.17,-0.06003915,"11","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 12:45:00,0.24,528,5,2.84668158,-0.8327238,0.1421941,0.24,-0.05994317,0.23,-0.06009747,0.25,0.08731208,"12","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 13:30:00,0.25,536,4,6.48216394,-0.8327238,0.1421941,0.27,0.03831374,0.26,-0.1583529,0.25,0.1364292,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 13:45:00,0.27,559,5,2.84668158,-0.8327238,0.1421941,0.26,-0.1582001,0.25,0.1364134,0.23,0.1855462,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 14:15:00,0.25,569,4,10.11765,-0.8327238,0.1421941,0.23,0.1856991,0.23,0.08728569,0.23,0.038195,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 14:30:00,0.23,508,4,13.7531294,-0.8327238,0.1421941,0.23,0.08744219,0.23,0.03815797,0.2,0.1364292,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 14:45:00,0.23,524,5,6.48216394,-0.8327238,0.1421941,0.23,0.03831374,0.2,0.1364134,0.24,0.08731208,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 15:00:00,0.23,520,4,2.84668158,-0.8327238,0.1421941,0.2,0.1365706,0.24,0.08728569,0.22,-0.01092208,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 15:15:00,0.2,453,3,10.11765,-0.8327238,0.1421941,0.24,0.08744219,0.22,-0.01096975,0.22,-0.1582733,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 15:30:00,0.24,520,4,6.48216394,-0.8327238,0.1421941,0.22,-0.01081472,0.22,-0.1583529,0.23,0.1364292,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 16:15:00,0.23,477,4,10.11765,-0.8327238,0.1421941,0.21,-0.05994317,0.22,-0.01096975,0.18,-0.01092208,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 17:45:00,0.2,415,4,6.48216394,-0.8327238,0.1421941,0.23,-0.01081472,0.23,-0.1092252,0.24,-0.1582733,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 19:15:00,0.17,365,3,6.48216394,-0.8327238,0.1421941,0.22,-0.1090716,0.17,-0.01096975,0.22,-0.01092208,"19","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 20:30:00,0.19,424,4,2.84668158,-0.8327238,0.1421941,0.18,0.08744219,0.21,-0.01096975,0.18,0.1364292,"20","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 20:45:00,0.18,404,4,6.48216394,-0.8327238,0.1421941,0.21,-0.01081472,0.18,0.1364134,0.16,-0.2073904,"20","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 21:15:00,0.18,384,3,10.11765,-0.8327238,0.1421941,0.16,-0.2073285,0.14,0.03815797,0.18,-0.01092208,"21","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 21:45:00,0.14,291,2,2.84668158,-0.8327238,0.1421941,0.18,-0.01081472,0.18,-0.1583529,0.18,0.2837804,"21","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12122",2016-11-28 22:30:00,0.18,413,3,21.0240956,-0.8327238,0.1421941,0.17,-0.2073285,0.15,-0.4039915,0.15,-0.5020928,"22","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 01:00:00,0.07,360,1,71.9208442,0.8907996,0.3135163,0.03,1.020883,0.04,0.6276906,0.03,-0.1091562,"01","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 01:15:00,0.03,220,0,75.556294,0.8907996,0.3135163,0.04,0.6278552,0.03,-0.1092252,0.02,0.038195,"01","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 01:30:00,0.04,231,1,46.4724736,0.8907996,0.3135163,0.03,-0.1090716,0.02,0.03815797,0.03,-0.1582733,"01","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 02:00:00,0.02,108,0,2.84668158,0.8907996,0.3135163,0.03,-0.1582001,0.02,0.4311797,0.02,-0.3547416,"02","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 02:30:00,0.02,108,0,31.9305412,0.8907996,0.3135163,0.02,-0.3547139,0.01,-0.01096975,0.02,-1.484434,"02","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 04:00:00,0.02,99,0,50.107953,0.8907996,0.3135163,0.01,0.1365706,0.01,0.08728569,0.02,-0.7967953,"04","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 04:15:00,0.01,100,0,10.11765,0.8907996,0.3135163,0.01,0.08744219,0.02,-0.7970132,0.03,0.9223024,"04","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 04:30:00,0.01,104,0,6.48216394,0.8907996,0.3135163,0.02,-0.79687,0.03,0.9224569,0.01,0.08731208,"04","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 05:00:00,0.03,143,0,68.2853648,0.8907996,0.3135163,0.01,0.08744219,0.03,0.725946,0.07,1.020537,"05","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 05:15:00,0.01,163,0,6.48216394,0.8907996,0.3135163,0.03,0.7261121,0.07,1.020712,0.09,1.118771,"05","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 05:30:00,0.03,237,0,53.7434324,0.8907996,0.3135163,0.07,1.020883,0.09,1.118968,0.16,1.020537,"05","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 05:45:00,0.07,427,0,75.556294,0.8907996,0.3135163,0.09,1.11914,0.16,1.020712,0.32,0.8731853,"05","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 06:00:00,0.09,656,1,82.827312,0.8907996,0.3135163,0.16,1.020883,0.32,0.8733292,0.59,0.9223024,"06","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 06:15:00,0.16,1000,1,75.556294,0.8907996,0.3135163,0.32,0.8734975,0.59,0.9224569,0.83,0.5784828,"06","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 06:30:00,0.32,2123,3,64.6498854,0.8907996,0.3135163,0.59,0.9226259,0.83,0.5785629,0.86,0.4802487,"06","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 06:45:00,0.59,4077,7,68.2853648,0.8907996,0.3135163,0.83,0.5787268,0.86,0.4803074,0.86,0.038195,"06","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 07:00:00,0.83,6064,13,42.8369868,0.8907996,0.3135163,0.86,0.4804698,0.86,0.03815797,0.86,0.08731208,"07","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 07:15:00,0.86,6304,15,35.5660206,0.8907996,0.3135163,0.86,0.03831374,0.86,0.08728569,0.82,0.2837804,"07","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 07:30:00,0.86,6199,16,2.84668158,0.8907996,0.3135163,0.86,0.08744219,0.82,0.2837966,0.79,0.4311316,"07","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 07:45:00,0.86,6180,17,6.48216394,0.8907996,0.3135163,0.82,0.283956,0.79,0.4311797,0.73,0.5293658,"07","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 08:00:00,0.82,5949,16,21.0240956,0.8907996,0.3135163,0.79,0.4313414,0.73,0.5294352,0.73,0.5293658,"08","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 08:15:00,0.79,5651,14,31.9305412,0.8907996,0.3135163,0.73,0.5295983,0.73,0.5294352,0.74,0.5293658,"08","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 08:30:00,0.73,5177,13,39.2015074,0.8907996,0.3135163,0.73,0.5295983,0.74,0.5294352,0.74,0.5784828,"08","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 08:45:00,0.73,5213,13,39.2015074,0.8907996,0.3135163,0.74,0.5295983,0.74,0.5785629,0.69,0.6275999,"08","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 09:00:00,0.74,5244,13,39.2015074,0.8907996,0.3135163,0.74,0.5787268,0.69,0.6276906,0.65,0.4311316,"09","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 09:15:00,0.74,5259,13,42.8369868,0.8907996,0.3135163,0.69,0.6278552,0.65,0.4311797,0.58,0.2837804,"09","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 09:30:00,0.69,4955,12,46.4724736,0.8907996,0.3135163,0.65,0.4313414,0.58,0.2837966,0.46,0.676717,"09","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 09:45:00,0.65,4568,12,31.9305412,0.8907996,0.3135163,0.58,0.283956,0.46,0.6768183,0.44,0.676717,"09","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 10:00:00,0.58,3904,14,21.0240956,0.8907996,0.3135163,0.46,0.6769837,0.44,0.6768183,0.41,0.676717,"10","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 10:15:00,0.46,3021,9,50.107953,0.8907996,0.3135163,0.44,0.6769837,0.41,0.6768183,0.43,0.676717,"10","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 10:30:00,0.44,2936,10,50.107953,0.8907996,0.3135163,0.41,0.6769837,0.43,0.6768183,0.39,0.6275999,"10","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 10:45:00,0.41,2803,8,50.107953,0.8907996,0.3135163,0.43,0.6769837,0.39,0.6276906,0.41,0.6275999,"10","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 11:00:00,0.43,2816,9,50.107953,0.8907996,0.3135163,0.39,0.6278552,0.41,0.6276906,0.37,0.7258341,"11","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 11:15:00,0.39,2596,8,46.4724736,0.8907996,0.3135163,0.41,0.6278552,0.37,0.725946,0.37,0.7258341,"11","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 11:30:00,0.41,2740,9,46.4724736,0.8907996,0.3135163,0.37,0.7261121,0.37,0.725946,0.36,0.7749512,"11","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 11:45:00,0.37,2368,6,53.7434324,0.8907996,0.3135163,0.37,0.7261121,0.36,0.7750737,0.39,0.7258341,"11","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 12:00:00,0.37,2483,7,53.7434324,0.8907996,0.3135163,0.36,0.7752406,0.39,0.725946,0.38,0.7749512,"12","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 12:15:00,0.36,2252,6,57.3789192,0.8907996,0.3135163,0.39,0.7261121,0.38,0.7750737,0.39,0.7749512,"12","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 12:30:00,0.39,2527,7,53.7434324,0.8907996,0.3135163,0.38,0.7752406,0.39,0.7750737,0.38,0.6275999,"12","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 12:45:00,0.38,2584,8,57.3789192,0.8907996,0.3135163,0.39,0.7752406,0.38,0.6276906,0.41,0.8240682,"12","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 13:00:00,0.39,2536,8,57.3789192,0.8907996,0.3135163,0.38,0.6278552,0.41,0.8242015,0.43,0.8731853,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 13:15:00,0.38,2476,8,46.4724736,0.8907996,0.3135163,0.41,0.824369,0.43,0.8733292,0.43,0.8240682,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 13:30:00,0.41,2732,6,61.0143986,0.8907996,0.3135163,0.43,0.8734975,0.43,0.8242015,0.46,0.8731853,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 13:45:00,0.43,2856,8,64.6498854,0.8907996,0.3135163,0.43,0.824369,0.46,0.8733292,0.52,0.8240682,"13","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 14:00:00,0.43,2856,8,61.0143986,0.8907996,0.3135163,0.46,0.8734975,0.52,0.8242015,0.53,0.7749512,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 14:15:00,0.46,3108,7,64.6498854,0.8907996,0.3135163,0.52,0.824369,0.53,0.7750737,0.49,0.8731853,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 14:30:00,0.52,3564,9,61.0143986,0.8907996,0.3135163,0.53,0.7752406,0.49,0.8733292,0.47,0.8731853,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 14:45:00,0.53,3696,10,57.3789192,0.8907996,0.3135163,0.49,0.8734975,0.47,0.8733292,0.52,0.8240682,"14","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 15:00:00,0.49,3456,9,64.6498854,0.8907996,0.3135163,0.47,0.8734975,0.52,0.8242015,0.48,0.9223024,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 15:15:00,0.47,3176,9,64.6498854,0.8907996,0.3135163,0.52,0.824369,0.48,0.9224569,0.47,0.7749512,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 15:30:00,0.52,3511,8,61.0143986,0.8907996,0.3135163,0.48,0.9226259,0.47,0.7750737,0.42,0.8731853,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 15:45:00,0.48,3256,8,68.2853648,0.8907996,0.3135163,0.47,0.7752406,0.42,0.8733292,0.45,0.7258341,"15","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 16:00:00,0.47,3184,9,57.3789192,0.8907996,0.3135163,0.42,0.8734975,0.45,0.725946,0.43,0.7258341,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 16:15:00,0.42,2744,7,64.6498854,0.8907996,0.3135163,0.45,0.7261121,0.43,0.725946,0.4,0.676717,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 16:30:00,0.45,3037,9,53.7434324,0.8907996,0.3135163,0.43,0.7261121,0.4,0.6768183,0.38,0.7258341,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 16:45:00,0.43,2848,8,53.7434324,0.8907996,0.3135163,0.4,0.6769837,0.38,0.725946,0.42,0.7749512,"16","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 17:00:00,0.4,2716,7,50.107953,0.8907996,0.3135163,0.38,0.7261121,0.42,0.7750737,0.45,0.6275999,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 17:15:00,0.38,2561,6,53.7434324,0.8907996,0.3135163,0.42,0.7752406,0.45,0.6276906,0.45,0.6275999,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 17:30:00,0.42,2813,7,57.3789192,0.8907996,0.3135163,0.45,0.6278552,0.45,0.6276906,0.42,0.676717,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 17:45:00,0.45,2964,7,46.4724736,0.8907996,0.3135163,0.45,0.6278552,0.42,0.6768183,0.45,0.5784828,"17","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 18:00:00,0.45,2992,9,46.4724736,0.8907996,0.3135163,0.42,0.6769837,0.45,0.5785629,0.46,0.4802487,"18","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 18:15:00,0.42,2812,7,50.107953,0.8907996,0.3135163,0.45,0.5787268,0.46,0.4803074,0.41,0.5784828,"18","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
"PM12211",2016-11-28 18:30:00,0.45,2984,8,42.8369868,0.8907996,0.3135163,0.46,0.4804698,0.41,0.5785629,0.38,0.676717,"18","Monday","28","11",2016-11-28,"lunes","laborable",NA,NA
