"fecha","prec","prec_norm","prec_zscore"
2017-10-05,0,0,-0.308145639943706
2017-10-06,0,0,-0.308145639943706
2017-10-07,0,0,-0.308145639943706
2017-10-08,0,0,-0.308145639943706
2017-10-09,0,0,-0.308145639943706
2017-10-10,0,0,-0.308145639943706
2017-10-11,0,0,-0.308145639943706
2017-10-12,0,0,-0.308145639943706
2017-10-13,0,0,-0.308145639943706
2017-10-14,0,0,-0.308145639943706
2017-10-15,0,0,-0.308145639943706
2017-10-16,0,0,-0.308145639943706
2017-10-17,20.1,0.723021582733813,5.490090119623
2017-10-18,4.6,0.165467625899281,1.01881378761882
2017-10-19,0,0,-0.308145639943706
2017-10-20,0,0,-0.308145639943706
2017-10-21,0,0,-0.308145639943706
2017-10-22,0,0,-0.308145639943706
2017-10-23,0,0,-0.308145639943706
2017-10-24,0,0,-0.308145639943706
2017-10-25,0,0,-0.308145639943706
2017-10-26,0,0,-0.308145639943706
2017-10-27,0,0,-0.308145639943706
2017-10-28,0,0,-0.308145639943706
2017-10-29,0,0,-0.308145639943706
2017-10-30,0,0,-0.308145639943706
2017-10-31,0,0,-0.308145639943706
